likert,effectTime,didnotagree,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
0,37.148,"compressed,none of the above","positive,themed,calm",quiet,2016-03-12T00:11:33,XOZhCzEOXn3Qlag68QIZ,compression,"-34.9878,28.5518,3.9492,0.0492,0.1805",yes,psJKvdKJvqbpm9Tnz9ID,mO3qvFRuDvyOyOsVmyti,6128376360206336,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",91,14.416,true,"positive,themed,calm",/static/audio/guitar4.wav,headphones
3,72.503,"voice-added,louder,more-bass","muffler,silencer",none of the above,2016-03-12T00:49:28,dMU0GFSOkdbLGIsocigj,compression,"-99.0951,1.3946,5.6378,0.0044,0.6690",yes,MdBsQgV6F4zCF0hRPoJT,VvPmiwvoHPgeT5mGGJXc,6129015773462528,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",58,63.732,true,"muffler,silencer",/static/audio/guitar4.wav,headphones
3,92.87,"squeaker,no-change,no-different,softens,quieter,none of the above","amplifying,loud,nice","higher,loud,louder",2016-04-08T23:37:04,0tcrF5Oj7VyltKptQbpW,compression,"-32.9282,36.4659,17.2707,0.0320,0.1347",yes,sCnnlDmzXYJFpRObVT6p,OkMNH1RBVosdu96vcnES,6129744575725568,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",115,10.216,true,"amplifying,loud,nice",/static/audio/drums4.wav,standalone
4,19.721,"beats,active,wow,clear-music,none of the above","quiet,dull,poppy,bad","superficial,tinny,muted",2016-04-08T20:55:12,UoNFWzTkDi3Y1z1w5JXW,compression,"-83.6449,9.0483,19.0904,0.0471,0.6404",no,FGEL84uyHmOKrykcuX3k,Xh6WMJlhhoxg03E8KOht,6129861345148928,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",182,15.916,true,"quiet,dull,poppy,bad",/static/audio/drums4.wav,headphones
1,7.719,"quiet,warm,none of the above",melodious,metallic,2016-03-12T04:15:44,xRwyKNUY3PnZBw86oGzW,compression,"-71.2034,0.3921,1.5751,0.0175,0.9189",yes,I045n0mkcJdr3KHzhSCi,sBcUdZK1W6zCvXeYKnCl,6133211688075264,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",83,48.54,true,melodious,/static/audio/guitar4.wav,headphones
3,32.249,"kicking,full,strong,bass,power,clear,energies,laud,none of the above","muted,muffled","poor-audio,muffled,quiet,muted",2016-04-08T21:13:56,hUhLIgA20Nhi4fMgyvA8,compression,"-80.7766,2.0574,19.9535,0.0460,0.6996",yes,rShiofpIaeWnt9QzNT4u,H24useygIZbLSlDPP1lA,6138859167416320,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",45,15.067,true,"muted,muffled",/static/audio/vocals2.wav,headphones
1,35.457,compress,"fuzzy,fizzle,distorted",none of the above,2016-03-11T23:24:07,iOFKFlPG98q9xh82kAQs,compression,"-93.4965,25.8521,1.3755,0.0498,0.7937",yes,LR3QJhMOf8K6u7RGC6Yv,Gi4aQVx37mHd8cVDKe9h,6139483950940160,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",31,15.615,true,"fuzzy,fizzle,distorted",/static/audio/drums4.wav,headphones
2,32.771,"echoing,it,setting,muffled,lively,in,hollow,echo-y,made,like,bit,guitar,the,none of the above","loud,clear","louder,studio",2016-04-08T21:23:18,Gc1bN0aYK72hafH72gkF,compression,"-92.8542,39.5190,2.3031,0.0220,0.3070",yes,oxICwaJuHeTxIeyFjkzH,kD6k7UaQADNRCeuQz44a,6141450509090816,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",111,17.083,true,"loud,clear",/static/audio/vocals2.wav,headphones
0,14.617,"echo,warm,quiet,brass,loud,low-voice,nicer,soft,rich",nothing,none of the above,2016-04-08T23:31:42,OKkiRMc7z3zkOwFsIo5O,compression,"-44.1321,23.3428,19.8513,0.0019,0.6483",yes,uKlgYvfFjpXQHUMJBzPg,xPBnkkYPRhZdecCogx8d,6144680056061952,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",195,32.137,true,nothing,/static/audio/vocals2.wav,standalone
1,38.81,"big,powerful,upfront,stadium-like,louder,energetic,none of the above","reverb,small-room,stereo","reverberation,echo",2016-04-08T20:43:31,3OPMiEAqpeFrprYIwVzR,compression,"-25.7752,10.2734,16.6933,0.0083,0.3934",yes,wZCw22YVSCJdW8i9YOvQ,EyJSduIuvaklhhi3a4kq,6145561061228544,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",231,43.71,true,"revers,small-room,stereo",/static/audio/drums4.wav,standalone
2,30.491,"with,on,muffled,effect,once,quitter,and,again,the,seems,voice,none of the above","more,bass",light-bass,2016-03-12T05:00:32,zWFxvYrLLyX4KTLxGWVR,compression,"-34.0140,35.7133,19.6503,0.0106,0.8172",yes,gJN0dxzp4UwzgqCKFYM6,4KeNOnGVr8KZKcstUH6S,6147320252989440,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",38,48.66,true,"more,bass",/static/audio/drums4.wav,laptop/tablet/cellphone
2,107.055,"crisp,none of the above","compressed,balanced,slightly-louder,slight-crunch","loud,penetrating,sharp,full,robust",2016-04-08T21:31:07,ikjJKzgrOHBHFGaXAlXC,compression,"-84.6124,10.3139,3.5048,0.0344,0.9702",yes,QI8nS7SBwkiMTm8eYkwJ,5gdCV9mfBH85odjKlYIG,6148063953420288,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",215,32.357,true,"compressed,balanced,slightly-louder,slight-crunch",/static/audio/guitar4.wav,headphones
4,52.59,"full,penetrating,robust,none of the above",sharp,"loud,crisp",2016-03-12T07:52:34,qP1ZOypPTfTJmboTbuYq,compression,"-84.6124,10.3139,3.5048,0.0344,0.9702",yes,zlXOwinlk0PwSAboz4Ib,CILFhsfeCWK8H11V4dmY,6151413491040256,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",215,44.201,true,sharp,/static/audio/guitar4.wav,headphones
3,25.125,"softer,warmer,none of the above","boomy,loud,bass,big","fuller,deeper",2016-04-08T18:13:55,FDJHvoiVVF9VgUa0eEbo,compression,"-27.2906,19.3819,19.1403,0.0131,0.1474",yes,cQ1fnoKQ19B4H9njlDcV,plRzyEzn3w1KTTxHbyEN,6152662521217024,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",122,43.365,true,"boomy,loud,bass,big",/static/audio/drums4.wav,headphones
0,7.422,"cleaner,good-voice,clarified,amplified,nice,none of the above","subtle,carefree,low,barely-there,cool",boring,2016-04-08T21:49:21,apM7yuo2Rfgdy3ZUHqJ1,compression,"-29.5014,27.3275,1.9090,0.0399,0.8291",yes,LZaCWLO2yWm29I7vfuu8,l0Tk0CMy1X0Ya2FIPKzs,6153039941468160,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",77,68.987,true,"subtle,carefree,low,barely-there,cool",/static/audio/guitar4.wav,standalone
1,31.32,"expanded,involving,energetic,husky,clear-voice",muted,none of the above,2016-04-08T20:43:01,drY0xKV3YUKjL9U4Edcc,compression,"-75.3402,2.0526,1.5177,0.0145,0.7585",yes,OEKQIlSDbAJlMn9YNglV,djgW5MuWo3V5tUcIZulW,6159876992532480,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",185,21.016,true,muted,/static/audio/guitar4.wav,headphones
3,25.958,"pleasing,hard,echo,none of the above","lower,quieter,subdued",revers,2016-04-08T21:22:04,nIi5jwqG48HTrHCXXSSs,compression,"-98.7126,24.2384,1.9474,0.0108,0.6534",yes,dlsGjNF9Co5AAcmQpaA5,MhtlSo6U04GnPip1H8p8,6161932402819072,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",201,37.471,true,"lower,quieter,subdued",/static/audio/drums4.wav,headphones
4,228.437,"fuzzy,flattens-notes,less-rich,damps,clipping,scrambled,none of the above","sound-enhancing,deepening","distorts,loud,distorted",2016-04-08T22:59:44,Edu5eQXaObyzUP3UlKuY,compression,"-96.0950,11.6583,17.6239,0.0067,0.0145",yes,baLEq7M5soXhY5ZEQVMN,uxCbzV4NPnfKuovwwOfu,6164849222483968,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",32,91.013,true,"sound-enhancing,deepening",/static/audio/drums4.wav,standalone
0,22.555,"ringing,background-noise","sharp,subdued,normalized",none of the above,2016-03-11T23:35:01,qvFHSR9E8ZPuRIAaI9DL,compression,"-93.4099,36.4075,1.7965,0.0317,0.5965",yes,6UmvLiKQXCAc6HE5mnPu,a3Fyr7pb4hIx5PdYCCt4,6166337697087488,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",177,55.474,true,"sharp,subdued",/static/audio/vocals2.wav,headphones
0,35.925,"boring,none of the above",energetic,no-effect,2016-03-12T06:50:07,mnBtWiJxmQjrYcpDF5zy,compression,"-28.9508,5.3735,1.6608,0.0342,0.9055",yes,fWMQmWPj1VrVvQf2KJdp,BdcIfJVouTAPVuDUQDh2,6167848988704768,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",9,16.509,true,energetic,/static/audio/vocals2.wav,headphones
1,64.681,"close,clearer,none of the above","minimal,louder,sharp",small-room,2016-03-12T04:15:41,Q4h9kk7uz4tJEJDPbAOn,compression,"-31.8624,25.5729,5.6147,0.0025,0.2396",yes,PFwq69xjzBpUA5skAHVJ,HBsP15L7CmaUzIKcFKKV,6168077964148736,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",255,35.699,true,"minimal,louder,sharp",/static/audio/drums4.wav,standalone
1,13.719,"bright,melodious,sweet","loud,strong,bold",none of the above,2016-04-08T19:39:10,7KpXJpc9qjzYopOzPG1z,compression,"-70.5899,24.6130,19.7632,0.0001,0.6646",yes,5GthSbWYV31acMeSxMDt,s9YhqDPb1MbWACYwedYu,6172297501081600,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",209,14.723,true,"loud,strong,bold",/static/audio/vocals2.wav,headphones
3,43.706,"bigger,louder","tinny,metallic,noisy,breathy",none of the above,2016-03-11T22:42:03,J6y79c9QC0Ivrv4E1XT9,compression,"-97.1424,35.7779,9.7332,0.0443,0.3212",yes,I1fIgTYVgsY6KqYxPiQm,yZtkFA1ZhJpRlTkGt9Tl,6173002949459968,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",229,16.704,true,"tinny,metallic,noisy,breathy",/static/audio/vocals2.wav,headphones
3,2.067,"softened,washed-out,calm,cold,none of the above",rock,"warm,muffled",2016-03-12T04:39:35,utxU1ncU4ILOaY5uhnAg,compression,"-95.0320,39.2391,6.3854,0.0084,0.7016",yes,rHKkhWlvl8ate8G3mDnG,qPx64Hfy3sw5GZdCAzlI,6176470598680576,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.75 Safari/537.36",116,29.579,true,rock,/static/audio/drums4.wav,headphones
2,17.904,,"reverb,echo,expansive,spacious",,2016-03-11T21:14:44,hPGRrNMr9Se6Cr0It3HL,compression,"-25.3476,5.5019,19.2121,0.0107,0.2843",yes,mQZVbAwyFL3wDgtspK6X,0RbWqB0ZqhZKTAZS7AuO,6179547405877248,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",43,24.646,true,"revers,echo,expansive,spacious",/static/audio/drums4.wav,headphones
1,44.244,"high,gs,church,strong,none of the above","softer,warmer,subtle,light","happy,female",2016-03-11T23:43:57,JfvxvrtE1vsiBBCISIaG,compression,"-27.3875,31.3495,3.8208,0.0289,0.0888",yes,rvR2KYKXO4QZf2TI0xfe,sLfLgKd7d7EdcktSGF0d,6179927644700672,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",132,123.113,true,"softer,warmer,subtle,light",/static/audio/vocals2.wav,headphones
3,16.754,"tinny,weird,amplification,noisy,wiry,none of the above","clear,crisp,upbeat,pleasant","warm,intimate",2016-04-08T20:38:40,xSxsXF5E1m3eFj633NlJ,compression,"-89.5330,33.1093,3.5134,0.0165,0.0518",yes,Ns9i6C7RyKlvEzCQfcrk,woFUqNk2XJCKl4oVHAiv,6184742437257216,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",151,34.161,true,"clear,crisp,upbeat,pleasant",/static/audio/guitar4.wav,headphones
1,44.016,"shriller,stronger,sharp,distorted,abrasive,sharper,pronounced,harsh,yelling,none of the above","warm,emotional",metallic,2016-04-08T22:57:29,gcHrOsbhKJgyah4FVepP,compression,"-79.7282,7.9289,18.1980,0.0384,0.0454",yes,M9AQvkdEUKHe47dISwVC,5q7lxS2g9LTQKkU7VE9m,6185476071358464,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",179,24.014,true,"warm,emotional",/static/audio/vocals2.wav,headphones
2,19.497,"lower,smaller,none of the above","warm,spacious",weaker,2016-03-12T04:06:47,thyVsOgejO44CZG5W2ne,compression,"-86.1548,7.4311,9.4183,0.0442,0.9758",yes,j9hLOqTRxEL95vuhzMXa,YYXbIpVRTqPaw213r4LZ,6187818707582976,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",170,14.732,true,"warm,spacious",/static/audio/vocals2.wav,headphones
3,43.352,"faraway,glowing,broad,voluminous,distancing,muffled,none of the above","tinny,echo,spacious,fuzzy",expansive,2016-04-08T17:55:20,gxddObr20GkLwKeGFBwI,compression,"-83.9169,33.0630,17.4312,0.0500,0.8224",yes,L5OU3TT21y15PrwjbulB,1220aonXVTRvm6gMd6gz,6192602227408896,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",59,14.9,true,"tinny,echo,spacious,fuzzy",/static/audio/guitar4.wav,headphones
4,17.328,"wavy,pipe,steely,vibrating,none of the above","effective,bold,energetic","rolling,metallic",2016-04-08T18:09:29,hM3xQtLjagQKu0ibMGT1,compression,"-88.6847,1.1997,19.3059,0.0431,0.0522",yes,rzfBs0faRol5KxaLFPtE,nVN3nYl7AZDIqgdEbLDy,6193928566996992,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",10,26.83,true,"effective,bold,energetic",/static/audio/drums4.wav,headphones
3,7.671,,warm,,2016-03-11T20:36:58,bCjlikXuV7q60vvKo94f,compression,"-68.0996,0.4392,19.0120,0.0338,0.0039",yes,MKUriKUwIKtbFV6QscnU,TXoe7udptdqg2ZI6p5zt,6194333636100096,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",53,22.209,true,warm,/static/audio/drums4.wav,headphones
0,2.116,,happy,,2016-03-11T20:36:01,Q1znZsqx5RgdZPFiCnZc,compression,"-29.2528,32.0905,3.3443,0.0124,0.7523",yes,aBnISUVcufMuSCZKxsdO,ZWX9mZwFgTqx3csWns3z,6195858886361088,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",180,52.628,true,happy,/static/audio/guitar4.wav,headphones
3,9.675,"different,unique,warm,nice,interesting,none of the above",loud,active,2016-03-12T06:49:36,Dc1FXtJONc1KVHXocEuL,compression,"-30.3590,39.7697,17.6329,0.0041,0.7452",yes,cS8rTpInAySjWA3Vg3dE,gMphpuMSKfdfF98hvrSr,6201012847116288,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",13,33.097,true,loud,/static/audio/drums4.wav,headphones
2,19.93,"warm,clearer,subtle,light",concert-hall,none of the above,2016-04-08T17:52:46,bHJQU7hOM7NFBvVV8kxR,compression,"-27.5835,1.6728,7.4184,0.0066,0.4637",yes,unl8QGh174b56QuZjWCf,kb3ybp3KIwjRTXHGnBF3,6201780438302720,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",129,24.021,true,concert-hall,/static/audio/drums4.wav,standalone
1,26.627,,"quiet,clean",,2016-03-11T20:59:23,GaUBAMLpT3GAjdja6dzt,compression,"-25.0392,37.3159,4.6708,0.0272,0.3832",yes,j5IF1OPK07jVJna8NcX1,iLIqhzjvv3b4G8Rvp6DZ,6202224833200128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",213,34.244,true,"quiet,clean",/static/audio/guitar4.wav,standalone
4,26.913,"nice,happy,warm,friendly","amplified,intense",none of the above,2016-03-12T00:14:15,XOZhCzEOXn3Qlag68QIZ,compression,"-99.2404,10.2714,4.3781,0.0024,0.9429",yes,psJKvdKJvqbpm9Tnz9ID,mO3qvFRuDvyOyOsVmyti,6205935684943872,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",12,10.413,true,"amplified,intense",/static/audio/drums4.wav,headphones
2,33.475,same,"female,clean,realistic,warm",none of the above,2016-03-12T03:15:17,sqjfkXMPP33AK92euYgR,compression,"-27.1506,23.9547,5.4341,0.0330,0.0114",yes,1EkTBYVySZ0zR321mkWB,q200QkUTda9d1aeWWpe7,6206315923767296,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",193,15.907,true,"female,clean,realistic,warm",/static/audio/vocals2.wav,headphones
1,28.192,,"click,tap,added-beat,beat-drop,druming",,2016-03-11T20:39:21,k1CzfOKKxx5SSXgq3dzu,compression,"-96.7875,15.3323,15.1069,0.0121,0.9899",yes,BdfcjvEEJUoyXwpFyew7,vZwD7IXUenWHKsqCyTJB,6208734393008128,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",146,11.342,true,"click,tap,added-beat,beat-drop,drumming",/static/audio/drums4.wav,headphones
3,24.92,"muffled,rocking,distort,none of the above","spacious,distant",dull,2016-04-08T18:01:37,YKA1rANu3TLaLLNGMs26,compression,"-90.1969,33.4088,16.7521,0.0370,0.9240",yes,inJRNNtkgEDWbWWYbqyA,o4yldkbhdk6SNmGcL5f5,6210598677250048,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",141,16.818,true,"spacious,distant",/static/audio/vocals2.wav,standalone
2,51.066,"bass-effect,clarified,none of the above","boosted,expanded,music-hall","amplified,heightened,intensified",2016-04-08T17:56:12,tG5UC6pHkKEStpvmH02p,compression,"-32.4034,14.8925,19.4371,0.0352,0.8808",yes,iECf0JwiL5SebOPpd1Do,SkgZdfGVK8jNNr3xLxAa,6212471819862016,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",135,20.845,true,"boosted,expanded,music-hall",/static/audio/vocals2.wav,standalone
0,21.71,"strength,amplified,bright",warm,none of the above,2016-04-08T17:59:32,j5Ea9wanbbodHFvRdk31,compression,"-39.1497,33.3345,18.5972,0.0460,0.4775",yes,FY1oN8dRJyLXm765UURk,wCFeDftLv6R0LrNhPFL3,6214074379534336,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",178,16.493,true,warm,/static/audio/guitar4.wav,standalone
0,68.924,"cool,crunchy,none,none of the above","minimal,simple",same,2016-04-08T17:56:54,SotrzVnYNWvYHqbfWiEL,compression,"-40.4256,23.7615,1.0190,0.0486,0.6514",yes,P8qmson5FHZFXhDl7MD9,i7NZW9UeWOpkmpKCBUYI,6215333610258432,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",142,20.444,true,"minimal,simple",/static/audio/guitar4.wav,headphones
1,42.42,,"little-difference,mellow,easy,listening,cool,riff",,2016-03-11T20:59:40,g5evbbpQy6pOH6e26Uw6,compression,"-49.4375,21.8561,1.4259,0.0073,0.9726",yes,KmziuMVXA4ea9ImkN4hc,MgqtnccIXJQQmLwnR50h,6215736263442432,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",109,21.777,true,"little-difference,mellow,easy,listening,cool,riff",/static/audio/guitar4.wav,standalone
2,24.426,,"compressed,cut,weak",,2016-02-17T02:56:24,GOkjBBLbIiwiyZirFGOB,compression,"-94.3436,24.5896,3.5087,0.0496,0.9425",yes,j4KjQMtuXCvGXZ6IzgSp,ezsCnY5mvKKDoTP8Nwk6,6219008491651072,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",22,15.279,true,"compressed,cut,weak",/static/audio/vocals2.wav,standalone
1,33.011,none of the above,boring,no-effect,2016-03-12T02:50:54,QhlCxnvtzQuw3VwG6WmO,compression,"-28.9508,5.3735,1.6608,0.0342,0.9055",yes,Y2VG277x8GSp2olRIV3D,6XBTppfYJPds8ick7PTv,6219114255220736,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",9,17.07,true,boring,/static/audio/vocals2.wav,headphones
0,22.087,"big-church,empty",same,none of the above,2016-04-08T17:57:08,mfN4Mw0f8AbmQLN7yw2G,compression,"-29.6193,38.7570,10.7092,0.0412,0.7780",yes,2RdiycwExLxraVOdWzM1,LGODvBdCGsJube4ItSP7,6220332415320064,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",96,20.164,true,same,/static/audio/vocals2.wav,standalone
1,50.067,"muffled,rocking,dull,none of the above",louder,distort,2016-04-08T18:02:23,H0WJWyrYefRHXIOLSAPy,compression,"-90.1969,33.4088,16.7521,0.0370,0.9240",yes,3WGErgKfJw1fNnsDZCrI,RgVTnx11elqHyyDtzVIb,6222068655849472,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",141,18.922,true,louder,/static/audio/guitar4.wav,standalone
3,27.222,,"loud,noisy,amplified,bright",,2016-02-17T06:36:02,FJsNN1iXmAUigIYVVsNj,compression,"-66.0161,0.8660,16.9806,0.0003,0.4104",yes,YAqc16Cl7bEuZNX4WXIC,7kH6YIZyj87H4RjmIsO0,6223930792607744,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",133,12.561,true,"loud,noisy,amplified,bright",/static/audio/drums4.wav,headphones
4,24.437,"foaming,soft,oceanic,low,roaring,aliens,annoying,space,rippling,white-noise,metallic,none of the above","breathy,nasaly,distorted","eerie,odd,distorted",2016-04-09T01:22:10,SqJYWf54Nx85Lo4780Vz,compression,"-81.6015,30.6733,17.3419,0.0101,0.0283",yes,xwnd2dMAMNmAnTYxi7Nf,GDpgL1knkb9gUSVH9sQA,6225074059214848,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",184,14.753,true,"breathy,nasally,distorted",/static/audio/vocals2.wav,headphones
4,35.65,,sweet_sound,,2016-03-11T20:42:26,OxYSaT11GaSidrbYXXbI,compression,"-32.3889,37.1794,14.2348,0.0403,0.1348",yes,uLUtyE7D61mJoai8GjBP,9H1PMVBQHVwEgC2vMNp4,6225493086961664,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2612.0 Safari/537.36",104,19.317,true,,/static/audio/vocals2.wav,headphones
2,56.249,"too-much,rough,not-needed,distracting,none of the above","nice-play,wellplayed-guitar",echo,2016-03-12T04:01:14,xRwyKNUY3PnZBw86oGzW,compression,"-60.3193,37.8085,8.9708,0.0026,0.9840",yes,2tkVecrmRMinEQxSuSs8,dkTssNenoXVGIP7hVPJD,6225779507593216,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",79,38.072,true,"nice-play,wellplayed-guitar",/static/audio/guitar4.wav,headphones
1,7.379,"abrasive,feedback,reduce,none of the above",crisp,compress,2016-04-08T17:50:19,QeQz78LFzY5t5V4MlvAM,compression,"-40.4521,1.9685,11.5508,0.0008,0.0865",yes,Qc2suGQNqOJD9mwZScSv,FMsZK9zZWFNmMiKc6uvY,6226948275568640,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",60,43.751,true,crisp,/static/audio/guitar4.wav,headphones
